Step,AgentID,Speed,VehicleType,Position
3,1,0.0,Car,"(264345061, 236160006)"
4,1,3.6,Car,"(264345061, 236160006)"
4,2,0.0,Bus,"(495649052, 495649040)"
5,1,7.2,Car,"(264345061, 236160006)"
5,2,3.6,Bus,"(495649052, 495649040)"
6,1,10.8,Car,236160006
6,2,7.2,Bus,"(495649052, 495649040)"
7,1,7.2,Car,"(236160006, 236160072)"
7,2,10.8,Bus,"(495649052, 495649040)"
8,1,10.8,Car,"(236160006, 236160072)"
8,2,14.4,Bus,"(495649052, 495649040)"
9,1,14.4,Car,"(236160006, 236160072)"
9,2,18.0,Bus,"(495649052, 495649040)"
10,1,18.0,Car,"(236160006, 236160072)"
10,2,14.4,Bus,"(495649052, 495649040)"
11,1,21.6,Car,"(236160006, 236160072)"
11,2,10.8,Bus,"(495649052, 495649040)"
12,1,25.2,Car,"(236160006, 236160072)"
12,2,7.2,Bus,"(495649052, 495649040)"
13,1,25.2,Car,"(236160006, 236160072)"
13,2,10.8,Bus,495649040
14,1,25.2,Car,"(236160006, 236160072)"
14,2,7.2,Bus,"(495649040, 273461469)"
14,3,0.0,Truck,"(236160072, 236160006)"
15,1,25.2,Car,"(236160006, 236160072)"
15,2,10.8,Bus,"(495649040, 273461469)"
15,3,3.6,Truck,"(236160072, 236160006)"
16,1,25.2,Car,"(236160006, 236160072)"
16,2,14.4,Bus,"(495649040, 273461469)"
16,3,7.2,Truck,"(236160072, 236160006)"
17,1,25.2,Car,"(236160006, 236160072)"
17,2,18.0,Bus,"(495649040, 273461469)"
17,3,10.8,Truck,"(236160072, 236160006)"
18,1,25.2,Car,"(236160006, 236160072)"
18,2,21.6,Bus,"(495649040, 273461469)"
18,3,14.4,Truck,"(236160072, 236160006)"
19,1,25.2,Car,"(236160006, 236160072)"
19,2,25.2,Bus,"(495649040, 273461469)"
19,3,18.0,Truck,"(236160072, 236160006)"
20,1,25.2,Car,"(236160006, 236160072)"
20,2,25.2,Bus,"(495649040, 273461469)"
20,3,21.6,Truck,"(236160072, 236160006)"
21,1,25.2,Car,"(236160006, 236160072)"
21,2,21.6,Bus,"(495649040, 273461469)"
21,3,25.2,Truck,"(236160072, 236160006)"
22,1,25.2,Car,"(236160006, 236160072)"
22,2,25.2,Bus,"(495649040, 273461469)"
22,3,25.2,Truck,"(236160072, 236160006)"
22,4,0.0,Bus,"(3044475380, 281474691)"
23,1,25.2,Car,"(236160006, 236160072)"
23,2,21.6,Bus,"(495649040, 273461469)"
23,3,25.2,Truck,"(236160072, 236160006)"
23,4,3.6,Bus,"(3044475380, 281474691)"
24,1,21.6,Car,"(236160006, 236160072)"
24,2,18.0,Bus,"(495649040, 273461469)"
24,3,25.2,Truck,"(236160072, 236160006)"
24,4,7.2,Bus,"(3044475380, 281474691)"
25,1,18.0,Car,"(236160006, 236160072)"
25,2,14.4,Bus,273461469
25,3,25.2,Truck,"(236160072, 236160006)"
25,4,10.8,Bus,"(3044475380, 281474691)"
26,1,21.6,Car,"(236160006, 236160072)"
26,2,10.8,Bus,"(273461469, 236160072)"
26,3,25.2,Truck,"(236160072, 236160006)"
26,4,14.4,Bus,"(3044475380, 281474691)"
26,5,0.0,Car,"(236306981, 236160006)"
27,1,18.0,Car,"(236160006, 236160072)"
27,2,7.2,Bus,236160072
27,3,25.2,Truck,"(236160072, 236160006)"
27,4,18.0,Bus,"(3044475380, 281474691)"
27,5,3.6,Car,"(236306981, 236160006)"
28,1,14.4,Car,236160072
28,2,3.6,Bus,"(236160072, 236160006)"
28,3,25.2,Truck,"(236160072, 236160006)"
28,4,21.6,Bus,"(3044475380, 281474691)"
28,5,7.2,Car,"(236306981, 236160006)"
29,1,10.8,Car,"(236160072, 273461469)"
29,2,7.2,Bus,"(236160072, 236160006)"
29,3,25.2,Truck,"(236160072, 236160006)"
29,4,25.2,Bus,"(3044475380, 281474691)"
29,5,10.8,Car,"(236306981, 236160006)"
29,6,0.0,Truck,"(495649054, 495649052)"
30,1,7.2,Car,"(236160072, 273461469)"
30,2,10.8,Bus,"(236160072, 236160006)"
30,3,25.2,Truck,"(236160072, 236160006)"
30,4,25.2,Bus,"(3044475380, 281474691)"
30,5,14.4,Car,"(236306981, 236160006)"
30,6,3.6,Truck,"(495649054, 495649052)"
31,1,10.8,Car,273461469
31,2,14.4,Bus,"(236160072, 236160006)"
31,3,25.2,Truck,"(236160072, 236160006)"
31,4,25.2,Bus,"(3044475380, 281474691)"
31,5,18.0,Car,"(236306981, 236160006)"
31,6,7.2,Truck,"(495649054, 495649052)"
32,1,7.2,Car,"(273461469, 273461466)"
32,2,18.0,Bus,"(236160072, 236160006)"
32,3,21.6,Truck,"(236160072, 236160006)"
32,4,21.6,Bus,"(3044475380, 281474691)"
32,5,21.6,Car,"(236306981, 236160006)"
32,6,10.8,Truck,"(495649054, 495649052)"
33,1,10.8,Car,"(273461469, 273461466)"
33,2,21.6,Bus,"(236160072, 236160006)"
33,3,18.0,Truck,"(236160072, 236160006)"
33,4,18.0,Bus,"(3044475380, 281474691)"
33,5,18.0,Car,"(236306981, 236160006)"
33,6,14.4,Truck,"(495649054, 495649052)"
34,1,14.4,Car,"(273461469, 273461466)"
34,2,25.2,Bus,"(236160072, 236160006)"
34,3,14.4,Truck,"(236160072, 236160006)"
34,4,14.4,Bus,"(3044475380, 281474691)"
34,5,14.4,Car,236160006
34,6,18.0,Truck,"(495649054, 495649052)"
35,1,18.0,Car,"(273461469, 273461466)"
35,2,25.2,Bus,"(236160072, 236160006)"
35,3,10.8,Truck,"(236160072, 236160006)"
35,4,10.8,Bus,"(3044475380, 281474691)"
35,5,10.8,Car,"(236160006, 236160072)"
35,6,21.6,Truck,"(495649054, 495649052)"
35,7,0.0,Motorcycle,"(3044475380, 281474691)"
36,1,21.6,Car,"(273461469, 273461466)"
36,2,25.2,Bus,"(236160072, 236160006)"
36,3,14.4,Truck,"(236160072, 236160006)"
36,4,14.4,Bus,"(3044475380, 281474691)"
36,5,14.4,Car,"(236160006, 236160072)"
36,6,25.2,Truck,"(495649054, 495649052)"
36,7,3.6,Motorcycle,"(3044475380, 281474691)"
37,1,25.2,Car,"(273461469, 273461466)"
37,2,25.2,Bus,"(236160072, 236160006)"
37,3,10.8,Truck,236160006
37,4,10.8,Bus,281474691
37,5,18.0,Car,"(236160006, 236160072)"
37,6,21.6,Truck,"(495649054, 495649052)"
37,7,7.2,Motorcycle,"(3044475380, 281474691)"
38,1,25.2,Car,"(273461469, 273461466)"
38,2,25.2,Bus,"(236160072, 236160006)"
38,3,7.2,Truck,"(236160006, 264345061)"
38,4,7.2,Bus,"(281474691, 281474610)"
38,5,21.6,Car,"(236160006, 236160072)"
38,6,18.0,Truck,"(495649054, 495649052)"
38,7,10.8,Motorcycle,"(3044475380, 281474691)"
39,1,25.2,Car,"(273461469, 273461466)"
39,2,25.2,Bus,"(236160072, 236160006)"
39,3,3.6,Truck,"(236160006, 264345061)"
39,4,10.8,Bus,"(281474691, 281474610)"
39,5,25.2,Car,"(236160006, 236160072)"
39,6,14.4,Truck,"(495649054, 495649052)"
39,7,14.4,Motorcycle,"(3044475380, 281474691)"
40,1,25.2,Car,"(273461469, 273461466)"
40,2,25.2,Bus,"(236160072, 236160006)"
40,4,14.4,Bus,"(281474691, 281474610)"
40,5,25.2,Car,"(236160006, 236160072)"
40,6,18.0,Truck,"(495649054, 495649052)"
40,7,18.0,Motorcycle,"(3044475380, 281474691)"
41,1,25.2,Car,"(273461469, 273461466)"
41,2,25.2,Bus,"(236160072, 236160006)"
41,4,18.0,Bus,"(281474691, 281474610)"
41,5,25.2,Car,"(236160006, 236160072)"
41,6,14.4,Truck,495649052
41,7,21.6,Motorcycle,"(3044475380, 281474691)"
41,8,0.0,Truck,"(236160072, 236160006)"
42,1,25.2,Car,"(273461469, 273461466)"
42,2,25.2,Bus,"(236160072, 236160006)"
42,4,21.6,Bus,"(281474691, 281474610)"
42,5,25.2,Car,"(236160006, 236160072)"
42,6,10.8,Truck,"(495649052, 495649040)"
42,7,25.2,Motorcycle,"(3044475380, 281474691)"
42,8,3.6,Truck,"(236160072, 236160006)"
43,1,25.2,Car,"(273461469, 273461466)"
43,2,25.2,Bus,"(236160072, 236160006)"
43,4,25.2,Bus,"(281474691, 281474610)"
43,5,25.2,Car,"(236160006, 236160072)"
43,6,14.4,Truck,"(495649052, 495649040)"
43,7,25.2,Motorcycle,"(3044475380, 281474691)"
43,8,7.2,Truck,"(236160072, 236160006)"
43,9,0.0,Truck,"(236160006, 236160072)"
44,1,25.2,Car,"(273461469, 273461466)"
44,2,25.2,Bus,"(236160072, 236160006)"
44,4,21.6,Bus,"(281474691, 281474610)"
44,5,25.2,Car,"(236160006, 236160072)"
44,6,18.0,Truck,"(495649052, 495649040)"
44,7,25.2,Motorcycle,"(3044475380, 281474691)"
44,8,10.8,Truck,"(236160072, 236160006)"
44,9,3.6,Truck,"(236160006, 236160072)"
44,10,0.0,Car,"(3376781934, 281474691)"
45,1,21.6,Car,"(273461469, 273461466)"
45,2,21.6,Bus,"(236160072, 236160006)"
45,4,18.0,Bus,"(281474691, 281474610)"
45,5,25.2,Car,"(236160006, 236160072)"
45,6,21.6,Truck,"(495649052, 495649040)"
45,7,25.2,Motorcycle,"(3044475380, 281474691)"
45,8,14.4,Truck,"(236160072, 236160006)"
45,9,7.2,Truck,"(236160006, 236160072)"
45,10,3.6,Car,"(3376781934, 281474691)"
45,11,0.0,Motorcycle,"(495649040, 273461469)"
46,1,18.0,Car,"(273461469, 273461466)"
46,2,18.0,Bus,"(236160072, 236160006)"
46,4,14.4,Bus,"(281474691, 281474610)"
46,5,25.2,Car,"(236160006, 236160072)"
46,6,18.0,Truck,"(495649052, 495649040)"
46,7,21.6,Motorcycle,"(3044475380, 281474691)"
46,8,18.0,Truck,"(236160072, 236160006)"
46,9,10.8,Truck,"(236160006, 236160072)"
46,10,7.2,Car,"(3376781934, 281474691)"
46,11,3.6,Motorcycle,"(495649040, 273461469)"
47,1,14.4,Car,"(273461469, 273461466)"
47,2,21.6,Bus,"(236160072, 236160006)"
47,4,18.0,Bus,"(281474691, 281474610)"
47,5,25.2,Car,"(236160006, 236160072)"
47,6,14.4,Truck,"(495649052, 495649040)"
47,7,18.0,Motorcycle,"(3044475380, 281474691)"
47,8,21.6,Truck,"(236160072, 236160006)"
47,9,14.4,Truck,"(236160006, 236160072)"
47,10,10.8,Car,"(3376781934, 281474691)"
47,11,7.2,Motorcycle,"(495649040, 273461469)"
48,1,10.8,Car,"(273461469, 273461466)"
48,2,18.0,Bus,"(236160072, 236160006)"
48,4,14.4,Bus,281474610
48,5,25.2,Car,"(236160006, 236160072)"
48,7,14.4,Motorcycle,"(3044475380, 281474691)"
48,8,25.2,Truck,"(236160072, 236160006)"
48,9,18.0,Truck,"(236160006, 236160072)"
48,10,14.4,Car,"(3376781934, 281474691)"
48,11,10.8,Motorcycle,"(495649040, 273461469)"
48,12,0.0,Bus,"(3376781934, 281474691)"
49,1,7.2,Car,"(273461469, 273461466)"
49,4,10.8,Bus,"(281474610, 236306981)"
49,5,25.2,Car,"(236160006, 236160072)"
49,7,10.8,Motorcycle,"(3044475380, 281474691)"
49,8,25.2,Truck,"(236160072, 236160006)"
49,9,21.6,Truck,"(236160006, 236160072)"
49,10,10.8,Car,"(3376781934, 281474691)"
49,11,14.4,Motorcycle,"(495649040, 273461469)"
49,12,3.6,Bus,"(3376781934, 281474691)"
50,4,14.4,Bus,"(281474610, 236306981)"
50,5,25.2,Car,"(236160006, 236160072)"
50,7,7.2,Motorcycle,"(3044475380, 281474691)"
50,8,25.2,Truck,"(236160072, 236160006)"
50,9,25.2,Truck,"(236160006, 236160072)"
50,10,7.2,Car,281474691
50,11,18.0,Motorcycle,"(495649040, 273461469)"
50,12,7.2,Bus,"(3376781934, 281474691)"
50,13,0.0,Truck,"(273461469, 236160072)"
51,4,18.0,Bus,"(281474610, 236306981)"
51,5,25.2,Car,"(236160006, 236160072)"
51,7,3.6,Motorcycle,"(3044475380, 281474691)"
51,8,25.2,Truck,"(236160072, 236160006)"
51,9,25.2,Truck,"(236160006, 236160072)"
51,10,3.6,Car,"(281474691, 3044475380)"
51,11,21.6,Motorcycle,"(495649040, 273461469)"
51,12,10.8,Bus,"(3376781934, 281474691)"
51,13,3.6,Truck,236160072
52,4,14.4,Bus,"(281474610, 236306981)"
52,5,21.6,Car,"(236160006, 236160072)"
52,7,7.2,Motorcycle,281474691
52,8,25.2,Truck,"(236160072, 236160006)"
52,9,25.2,Truck,"(236160006, 236160072)"
52,10,7.2,Car,"(281474691, 3044475380)"
52,11,25.2,Motorcycle,"(495649040, 273461469)"
52,12,7.2,Bus,"(3376781934, 281474691)"
52,13,0.0,Truck,"(236160072, 236160006)"
53,4,10.8,Bus,"(281474610, 236306981)"
53,5,18.0,Car,"(236160006, 236160072)"
53,7,3.6,Motorcycle,"(281474691, 281474610)"
53,8,25.2,Truck,"(236160072, 236160006)"
53,9,25.2,Truck,"(236160006, 236160072)"
53,10,10.8,Car,"(281474691, 3044475380)"
53,11,25.2,Motorcycle,"(495649040, 273461469)"
53,12,10.8,Bus,281474691
53,13,3.6,Truck,"(236160072, 236160006)"
54,4,14.4,Bus,"(281474610, 236306981)"
54,5,14.4,Car,"(236160006, 236160072)"
54,7,7.2,Motorcycle,"(281474691, 281474610)"
54,8,25.2,Truck,"(236160072, 236160006)"
54,9,25.2,Truck,"(236160006, 236160072)"
54,10,14.4,Car,"(281474691, 3044475380)"
54,11,25.2,Motorcycle,"(495649040, 273461469)"
54,12,7.2,Bus,281474691
54,13,7.2,Truck,"(236160072, 236160006)"
55,4,10.8,Bus,236306981
55,5,10.8,Car,"(236160006, 236160072)"
55,7,10.8,Motorcycle,"(281474691, 281474610)"
55,8,25.2,Truck,"(236160072, 236160006)"
55,9,25.2,Truck,"(236160006, 236160072)"
55,10,18.0,Car,"(281474691, 3044475380)"
55,11,21.6,Motorcycle,"(495649040, 273461469)"
55,12,3.6,Bus,281474691
55,13,10.8,Truck,"(236160072, 236160006)"
56,4,7.2,Bus,236306981
56,5,7.2,Car,"(236160006, 236160072)"
56,7,14.4,Motorcycle,"(281474691, 281474610)"
56,8,25.2,Truck,"(236160072, 236160006)"
56,9,25.2,Truck,"(236160006, 236160072)"
56,10,21.6,Car,"(281474691, 3044475380)"
56,11,18.0,Motorcycle,"(495649040, 273461469)"
56,12,0.0,Bus,281474691
56,13,14.4,Truck,"(236160072, 236160006)"
56,14,0.0,Car,"(236306981, 236160006)"
57,4,3.6,Bus,236306981
57,5,3.6,Car,"(236160006, 236160072)"
57,7,18.0,Motorcycle,"(281474691, 281474610)"
57,8,25.2,Truck,"(236160072, 236160006)"
57,9,25.2,Truck,"(236160006, 236160072)"
57,10,25.2,Car,"(281474691, 3044475380)"
57,11,14.4,Motorcycle,"(495649040, 273461469)"
57,12,0.0,Bus,"(281474691, 281474610)"
57,13,18.0,Truck,"(236160072, 236160006)"
57,14,3.6,Car,"(236306981, 236160006)"
58,4,0.0,Bus,236306981
58,5,7.2,Car,236160072
58,7,21.6,Motorcycle,"(281474691, 281474610)"
58,8,25.2,Truck,"(236160072, 236160006)"
58,9,25.2,Truck,"(236160006, 236160072)"
58,10,25.2,Car,"(281474691, 3044475380)"
58,11,10.8,Motorcycle,"(495649040, 273461469)"
58,12,3.6,Bus,"(281474691, 281474610)"
58,13,21.6,Truck,"(236160072, 236160006)"
58,14,7.2,Car,"(236306981, 236160006)"
59,4,0.0,Bus,"(236306981, 236160006)"
59,5,3.6,Car,"(236160072, 273461469)"
59,7,25.2,Motorcycle,"(281474691, 281474610)"
59,8,21.6,Truck,"(236160072, 236160006)"
59,9,25.2,Truck,"(236160006, 236160072)"
59,10,25.2,Car,"(281474691, 3044475380)"
59,11,7.2,Motorcycle,"(495649040, 273461469)"
59,12,7.2,Bus,"(281474691, 281474610)"
59,13,25.2,Truck,"(236160072, 236160006)"
59,14,10.8,Car,"(236306981, 236160006)"
60,4,3.6,Bus,"(236306981, 236160006)"
60,5,7.2,Car,"(236160072, 273461469)"
60,7,21.6,Motorcycle,"(281474691, 281474610)"
60,8,18.0,Truck,"(236160072, 236160006)"
60,9,25.2,Truck,"(236160006, 236160072)"
60,10,25.2,Car,"(281474691, 3044475380)"
60,11,10.8,Motorcycle,273461469
60,12,10.8,Bus,"(281474691, 281474610)"
60,13,25.2,Truck,"(236160072, 236160006)"
60,14,14.4,Car,"(236306981, 236160006)"
60,15,0.0,Truck,"(267538595, 236160072)"
61,4,7.2,Bus,"(236306981, 236160006)"
61,5,3.6,Car,"(236160072, 273461469)"
61,7,25.2,Motorcycle,"(281474691, 281474610)"
61,8,14.4,Truck,"(236160072, 236160006)"
61,9,21.6,Truck,"(236160006, 236160072)"
61,10,21.6,Car,"(281474691, 3044475380)"
61,11,7.2,Motorcycle,"(273461469, 273461466)"
61,12,14.4,Bus,"(281474691, 281474610)"
61,13,25.2,Truck,"(236160072, 236160006)"
61,14,18.0,Car,"(236306981, 236160006)"
61,15,3.6,Truck,"(267538595, 236160072)"
62,4,10.8,Bus,"(236306981, 236160006)"
62,7,21.6,Motorcycle,"(281474691, 281474610)"
62,8,10.8,Truck,"(236160072, 236160006)"
62,9,18.0,Truck,"(236160006, 236160072)"
62,10,18.0,Car,"(281474691, 3044475380)"
62,11,10.8,Motorcycle,"(273461469, 273461466)"
62,12,18.0,Bus,"(281474691, 281474610)"
62,13,25.2,Truck,"(236160072, 236160006)"
62,14,21.6,Car,"(236306981, 236160006)"
62,15,7.2,Truck,"(267538595, 236160072)"
63,4,14.4,Bus,"(236306981, 236160006)"
63,7,18.0,Motorcycle,"(281474691, 281474610)"
63,8,14.4,Truck,"(236160072, 236160006)"
63,9,14.4,Truck,"(236160006, 236160072)"
63,10,14.4,Car,"(281474691, 3044475380)"
63,11,14.4,Motorcycle,"(273461469, 273461466)"
63,12,21.6,Bus,"(281474691, 281474610)"
63,13,25.2,Truck,"(236160072, 236160006)"
63,14,18.0,Car,"(236306981, 236160006)"
63,15,10.8,Truck,"(267538595, 236160072)"
64,4,18.0,Bus,"(236306981, 236160006)"
64,7,14.4,Motorcycle,281474610
64,8,10.8,Truck,236160006
64,9,10.8,Truck,"(236160006, 236160072)"
64,10,10.8,Car,"(281474691, 3044475380)"
64,11,18.0,Motorcycle,"(273461469, 273461466)"
64,12,25.2,Bus,"(281474691, 281474610)"
64,13,25.2,Truck,"(236160072, 236160006)"
64,14,14.4,Car,236160006
64,15,14.4,Truck,"(267538595, 236160072)"
64,16,0.0,Car,"(236306981, 281474610)"
65,4,14.4,Bus,"(236306981, 236160006)"
65,7,10.8,Motorcycle,"(281474610, 236306981)"
65,8,7.2,Truck,"(236160006, 236306981)"
65,9,14.4,Truck,"(236160006, 236160072)"
65,10,7.2,Car,"(281474691, 3044475380)"
65,11,21.6,Motorcycle,"(273461469, 273461466)"
65,12,21.6,Bus,"(281474691, 281474610)"
65,13,25.2,Truck,"(236160072, 236160006)"
65,14,10.8,Car,"(236160006, 236160072)"
65,15,18.0,Truck,"(267538595, 236160072)"
65,16,3.6,Car,"(236306981, 281474610)"
66,4,10.8,Bus,"(236306981, 236160006)"
66,7,14.4,Motorcycle,"(281474610, 236306981)"
66,8,10.8,Truck,"(236160006, 236306981)"
66,9,10.8,Truck,236160072
66,11,25.2,Motorcycle,"(273461469, 273461466)"
66,12,18.0,Bus,"(281474691, 281474610)"
66,13,25.2,Truck,"(236160072, 236160006)"
66,14,14.4,Car,"(236160006, 236160072)"
66,15,21.6,Truck,"(267538595, 236160072)"
66,16,7.2,Car,"(236306981, 281474610)"
67,4,7.2,Bus,"(236306981, 236160006)"
67,7,18.0,Motorcycle,"(281474610, 236306981)"
67,8,14.4,Truck,"(236160006, 236306981)"
67,9,7.2,Truck,"(236160072, 267538595)"
67,11,25.2,Motorcycle,"(273461469, 273461466)"
67,12,14.4,Bus,"(281474691, 281474610)"
67,13,25.2,Truck,"(236160072, 236160006)"
67,14,18.0,Car,"(236160006, 236160072)"
67,15,25.2,Truck,"(267538595, 236160072)"
67,16,10.8,Car,"(236306981, 281474610)"
68,4,3.6,Bus,"(236306981, 236160006)"
68,7,21.6,Motorcycle,"(281474610, 236306981)"
68,8,18.0,Truck,"(236160006, 236306981)"
68,9,10.8,Truck,"(236160072, 267538595)"
68,11,25.2,Motorcycle,"(273461469, 273461466)"
68,12,10.8,Bus,"(281474691, 281474610)"
68,13,25.2,Truck,"(236160072, 236160006)"
68,14,21.6,Car,"(236160006, 236160072)"
68,15,25.2,Truck,"(267538595, 236160072)"
68,16,14.4,Car,"(236306981, 281474610)"
69,4,7.2,Bus,236160006
69,7,18.0,Motorcycle,"(281474610, 236306981)"
69,8,14.4,Truck,"(236160006, 236306981)"
69,9,14.4,Truck,"(236160072, 267538595)"
69,11,25.2,Motorcycle,"(273461469, 273461466)"
69,12,7.2,Bus,"(281474691, 281474610)"
69,13,25.2,Truck,"(236160072, 236160006)"
69,14,25.2,Car,"(236160006, 236160072)"
69,15,25.2,Truck,"(267538595, 236160072)"
69,16,18.0,Car,"(236306981, 281474610)"
70,4,3.6,Bus,"(236160006, 236160072)"
70,7,14.4,Motorcycle,"(281474610, 236306981)"
70,8,10.8,Truck,"(236160006, 236306981)"
70,9,18.0,Truck,"(236160072, 267538595)"
70,11,25.2,Motorcycle,"(273461469, 273461466)"
70,12,3.6,Bus,"(281474691, 281474610)"
70,13,21.6,Truck,"(236160072, 236160006)"
70,14,25.2,Car,"(236160006, 236160072)"
70,15,25.2,Truck,"(267538595, 236160072)"
70,16,14.4,Car,"(236306981, 281474610)"
70,17,0.0,Truck,"(273461469, 236160072)"
71,4,7.2,Bus,"(236160006, 236160072)"
71,7,10.8,Motorcycle,236306981
71,8,14.4,Truck,"(236160006, 236306981)"
71,9,21.6,Truck,"(236160072, 267538595)"
71,11,25.2,Motorcycle,"(273461469, 273461466)"
71,12,0.0,Bus,"(281474691, 281474610)"
71,13,18.0,Truck,"(236160072, 236160006)"
71,14,25.2,Car,"(236160006, 236160072)"
71,15,21.6,Truck,"(267538595, 236160072)"
71,16,10.8,Car,"(236306981, 281474610)"
71,17,3.6,Truck,236160072
72,4,10.8,Bus,"(236160006, 236160072)"
72,7,7.2,Motorcycle,"(236306981, 236160006)"
72,8,10.8,Truck,236306981
72,9,25.2,Truck,"(236160072, 267538595)"
72,11,25.2,Motorcycle,"(273461469, 273461466)"
72,12,3.6,Bus,"(281474691, 281474610)"
72,13,14.4,Truck,"(236160072, 236160006)"
72,14,25.2,Car,"(236160006, 236160072)"
72,15,25.2,Truck,"(267538595, 236160072)"
72,16,7.2,Car,"(236306981, 281474610)"
72,17,0.0,Truck,"(236160072, 236160006)"
73,4,14.4,Bus,"(236160006, 236160072)"
73,7,10.8,Motorcycle,"(236306981, 236160006)"
73,8,7.2,Truck,"(236306981, 281474610)"
73,9,25.2,Truck,"(236160072, 267538595)"
73,11,25.2,Motorcycle,"(273461469, 273461466)"
73,12,0.0,Bus,"(281474691, 281474610)"
73,13,10.8,Truck,"(236160072, 236160006)"
73,14,25.2,Car,"(236160006, 236160072)"
73,15,21.6,Truck,"(267538595, 236160072)"
73,16,10.8,Car,281474610
73,17,3.6,Truck,"(236160072, 236160006)"
74,4,18.0,Bus,"(236160006, 236160072)"
74,7,14.4,Motorcycle,"(236306981, 236160006)"
74,8,10.8,Truck,"(236306981, 281474610)"
74,9,25.2,Truck,"(236160072, 267538595)"
74,11,21.6,Motorcycle,"(273461469, 273461466)"
74,12,3.6,Bus,281474610
74,13,14.4,Truck,"(236160072, 236160006)"
74,14,25.2,Car,"(236160006, 236160072)"
74,15,18.0,Truck,236160072
74,16,7.2,Car,"(281474610, 281474691)"
74,17,7.2,Truck,"(236160072, 236160006)"
75,4,21.6,Bus,"(236160006, 236160072)"
75,7,18.0,Motorcycle,"(236306981, 236160006)"
75,8,14.4,Truck,"(236306981, 281474610)"
75,9,25.2,Truck,"(236160072, 267538595)"
75,11,18.0,Motorcycle,"(273461469, 273461466)"
75,12,0.0,Bus,"(281474610, 236306981)"
75,13,10.8,Truck,236160006
75,14,25.2,Car,"(236160006, 236160072)"
75,15,14.4,Truck,236160072
75,16,10.8,Car,"(281474610, 281474691)"
75,17,10.8,Truck,"(236160072, 236160006)"
76,4,25.2,Bus,"(236160006, 236160072)"
76,7,21.6,Motorcycle,"(236306981, 236160006)"
76,8,18.0,Truck,"(236306981, 281474610)"
76,9,25.2,Truck,"(236160072, 267538595)"
76,11,14.4,Motorcycle,"(273461469, 273461466)"
76,12,3.6,Bus,"(281474610, 236306981)"
76,13,7.2,Truck,"(236160006, 236306981)"
76,14,25.2,Car,"(236160006, 236160072)"
76,15,10.8,Truck,"(236160072, 236160006)"
76,16,14.4,Car,"(281474610, 281474691)"
76,17,14.4,Truck,"(236160072, 236160006)"
76,18,0.0,Motorcycle,"(3376781933, 3376781934)"
77,4,25.2,Bus,"(236160006, 236160072)"
77,7,18.0,Motorcycle,"(236306981, 236160006)"
77,8,14.4,Truck,"(236306981, 281474610)"
77,9,21.6,Truck,"(236160072, 267538595)"
77,11,10.8,Motorcycle,"(273461469, 273461466)"
77,12,7.2,Bus,"(281474610, 236306981)"
77,13,10.8,Truck,"(236160006, 236306981)"
77,14,25.2,Car,"(236160006, 236160072)"
77,15,14.4,Truck,"(236160072, 236160006)"
77,16,18.0,Car,"(281474610, 281474691)"
77,17,18.0,Truck,"(236160072, 236160006)"
77,18,3.6,Motorcycle,"(3376781933, 3376781934)"
78,4,25.2,Bus,"(236160006, 236160072)"
78,7,14.4,Motorcycle,"(236306981, 236160006)"
78,8,10.8,Truck,"(236306981, 281474610)"
78,9,18.0,Truck,"(236160072, 267538595)"
78,11,7.2,Motorcycle,"(273461469, 273461466)"
78,12,10.8,Bus,"(281474610, 236306981)"
78,13,14.4,Truck,"(236160006, 236306981)"
78,14,25.2,Car,"(236160006, 236160072)"
78,15,10.8,Truck,"(236160072, 236160006)"
78,16,21.6,Car,"(281474610, 281474691)"
78,17,21.6,Truck,"(236160072, 236160006)"
78,18,0.0,Motorcycle,"(3376781933, 3376781934)"
79,4,25.2,Bus,"(236160006, 236160072)"
79,7,10.8,Motorcycle,"(236306981, 236160006)"
79,8,7.2,Truck,"(236306981, 281474610)"
79,9,14.4,Truck,"(236160072, 267538595)"
79,12,14.4,Bus,"(281474610, 236306981)"
79,13,18.0,Truck,"(236160006, 236306981)"
79,14,25.2,Car,"(236160006, 236160072)"
79,15,14.4,Truck,"(236160072, 236160006)"
79,16,25.2,Car,"(281474610, 281474691)"
79,17,25.2,Truck,"(236160072, 236160006)"
79,18,3.6,Motorcycle,"(3376781933, 3376781934)"
80,4,25.2,Bus,"(236160006, 236160072)"
80,7,7.2,Motorcycle,236160006
80,8,3.6,Truck,"(236306981, 281474610)"
80,9,10.8,Truck,"(236160072, 267538595)"
80,12,18.0,Bus,"(281474610, 236306981)"
80,13,14.4,Truck,"(236160006, 236306981)"
80,14,25.2,Car,"(236160006, 236160072)"
80,15,18.0,Truck,"(236160072, 236160006)"
80,16,25.2,Car,"(281474610, 281474691)"
80,17,25.2,Truck,"(236160072, 236160006)"
80,18,0.0,Motorcycle,"(3376781933, 3376781934)"
80,19,0.0,Motorcycle,"(273461469, 236160072)"
81,4,25.2,Bus,"(236160006, 236160072)"
81,7,3.6,Motorcycle,"(236160006, 236160072)"
81,8,0.0,Truck,"(236306981, 281474610)"
81,9,7.2,Truck,"(236160072, 267538595)"
81,12,14.4,Bus,"(281474610, 236306981)"
81,13,10.8,Truck,"(236160006, 236306981)"
81,14,25.2,Car,"(236160006, 236160072)"
81,15,21.6,Truck,"(236160072, 236160006)"
81,16,21.6,Car,"(281474610, 281474691)"
