Step,AgentID,Speed,VehicleType,Position
4160,851,7.2,Car,"(281474610, 281474691)"
4160,855,18.0,Car,"(281474610, 281474691)"
4160,861,18.0,Car,"(236160006, 236306981)"
4160,863,3.6,Bus,273461469
4160,864,10.8,Motorcycle,"(236160072, 236160006)"
4160,865,14.4,Car,"(236160072, 267538595)"
4160,867,25.2,Car,"(495649040, 273461469)"
4160,868,7.2,Car,281474691
4161,851,3.6,Car,"(281474610, 281474691)"
4161,855,14.4,Car,"(281474610, 281474691)"
4161,861,21.6,Car,"(236160006, 236306981)"
4161,863,0.0,Bus,"(273461469, 273461466)"
4161,864,14.4,Motorcycle,"(236160072, 236160006)"
4161,865,18.0,Car,"(236160072, 267538595)"
4161,867,25.2,Car,"(495649040, 273461469)"
4161,868,3.6,Car,"(281474691, 281474610)"
4162,851,7.2,Car,281474691
4162,855,10.8,Car,"(281474610, 281474691)"
4162,861,18.0,Car,"(236160006, 236306981)"
4162,863,3.6,Bus,"(273461469, 273461466)"
4162,864,18.0,Motorcycle,"(236160072, 236160006)"
4162,867,21.6,Car,"(495649040, 273461469)"
4162,868,7.2,Car,"(281474691, 281474610)"
4162,869,0.0,Truck,"(281474610, 236306981)"
4163,851,3.6,Car,"(281474691, 3376781934)"
4163,855,14.4,Car,"(281474610, 281474691)"
4163,861,14.4,Car,"(236160006, 236306981)"
4163,863,7.2,Bus,"(273461469, 273461466)"
4163,864,21.6,Motorcycle,"(236160072, 236160006)"
4163,867,25.2,Car,"(495649040, 273461469)"
4163,868,10.8,Car,"(281474691, 281474610)"
4163,869,3.6,Truck,"(281474610, 236306981)"
4164,851,7.2,Car,"(281474691, 3376781934)"
4164,855,10.8,Car,"(281474610, 281474691)"
4164,861,10.8,Car,"(236160006, 236306981)"
4164,863,10.8,Bus,"(273461469, 273461466)"
4164,864,25.2,Motorcycle,"(236160072, 236160006)"
4164,867,21.6,Car,"(495649040, 273461469)"
4164,868,14.4,Car,"(281474691, 281474610)"
4164,869,7.2,Truck,"(281474610, 236306981)"
4164,870,0.0,Car,"(495649054, 495649052)"
4165,851,10.8,Car,"(281474691, 3376781934)"
4165,855,7.2,Car,"(281474610, 281474691)"
4165,861,7.2,Car,"(236160006, 236306981)"
4165,863,14.4,Bus,"(273461469, 273461466)"
4165,864,25.2,Motorcycle,"(236160072, 236160006)"
4165,867,18.0,Car,"(495649040, 273461469)"
4165,868,18.0,Car,"(281474691, 281474610)"
4165,869,10.8,Truck,"(281474610, 236306981)"
4165,870,3.6,Car,"(495649054, 495649052)"
4166,851,14.4,Car,"(281474691, 3376781934)"
4166,855,3.6,Car,"(281474610, 281474691)"
4166,861,3.6,Car,"(236160006, 236306981)"
4166,863,18.0,Bus,"(273461469, 273461466)"
4166,864,25.2,Motorcycle,"(236160072, 236160006)"
4166,867,14.4,Car,273461469
4166,868,21.6,Car,"(281474691, 281474610)"
4166,869,14.4,Truck,"(281474610, 236306981)"
4166,870,7.2,Car,"(495649054, 495649052)"
4167,851,10.8,Car,"(281474691, 3376781934)"
4167,855,7.2,Car,281474691
4167,861,0.0,Car,"(236160006, 236306981)"
4167,863,21.6,Bus,"(273461469, 273461466)"
4167,864,25.2,Motorcycle,"(236160072, 236160006)"
4167,867,10.8,Car,"(273461469, 236160072)"
4167,868,25.2,Car,"(281474691, 281474610)"
4167,869,18.0,Truck,"(281474610, 236306981)"
4167,870,10.8,Car,"(495649054, 495649052)"
4168,851,7.2,Car,"(281474691, 3376781934)"
4168,855,3.6,Car,"(281474691, 3376781934)"
4168,861,3.6,Car,"(236160006, 236306981)"
4168,863,25.2,Bus,"(273461469, 273461466)"
4168,864,25.2,Motorcycle,"(236160072, 236160006)"
4168,867,7.2,Car,"(273461469, 236160072)"
4168,868,21.6,Car,"(281474691, 281474610)"
4168,869,14.4,Truck,"(281474610, 236306981)"
4168,870,14.4,Car,"(495649054, 495649052)"
4169,851,3.6,Car,"(281474691, 3376781934)"
4169,855,7.2,Car,"(281474691, 3376781934)"
4169,861,0.0,Car,"(236160006, 236306981)"
4169,863,25.2,Bus,"(273461469, 273461466)"
4169,864,25.2,Motorcycle,"(236160072, 236160006)"
4169,867,3.6,Car,"(273461469, 236160072)"
4169,868,25.2,Car,"(281474691, 281474610)"
4169,869,10.8,Truck,236306981
4169,870,18.0,Car,"(495649054, 495649052)"
4170,851,0.0,Car,"(281474691, 3376781934)"
4170,855,10.8,Car,"(281474691, 3376781934)"
4170,863,25.2,Bus,"(273461469, 273461466)"
4170,864,25.2,Motorcycle,"(236160072, 236160006)"
4170,867,7.2,Car,236160072
4170,868,21.6,Car,"(281474691, 281474610)"
4170,869,7.2,Truck,"(236306981, 236160006)"
4170,870,21.6,Car,"(495649054, 495649052)"
4171,855,7.2,Car,"(281474691, 3376781934)"
4171,863,25.2,Bus,"(273461469, 273461466)"
4171,864,25.2,Motorcycle,"(236160072, 236160006)"
4171,867,3.6,Car,"(236160072, 267538595)"
4171,868,18.0,Car,281474610
4171,869,10.8,Truck,"(236306981, 236160006)"
4171,870,25.2,Car,"(495649054, 495649052)"
4171,871,0.0,Car,"(495649040, 273461469)"
4172,855,10.8,Car,"(281474691, 3376781934)"
4172,863,25.2,Bus,"(273461469, 273461466)"
4172,864,25.2,Motorcycle,"(236160072, 236160006)"
4172,867,7.2,Car,"(236160072, 267538595)"
4172,868,14.4,Car,"(281474610, 236306981)"
4172,869,14.4,Truck,"(236306981, 236160006)"
4172,870,25.2,Car,"(495649054, 495649052)"
4172,871,3.6,Car,"(495649040, 273461469)"
4172,872,0.0,Truck,"(264345061, 236160006)"
4173,855,7.2,Car,"(281474691, 3376781934)"
4173,863,25.2,Bus,"(273461469, 273461466)"
4173,864,25.2,Motorcycle,"(236160072, 236160006)"
4173,867,10.8,Car,"(236160072, 267538595)"
4173,868,18.0,Car,"(281474610, 236306981)"
4173,869,18.0,Truck,"(236306981, 236160006)"
4173,870,21.6,Car,"(495649054, 495649052)"
4173,871,7.2,Car,"(495649040, 273461469)"
4173,872,3.6,Truck,"(264345061, 236160006)"
4174,855,3.6,Car,"(281474691, 3376781934)"
4174,863,25.2,Bus,"(273461469, 273461466)"
4174,864,25.2,Motorcycle,"(236160072, 236160006)"
4174,867,14.4,Car,"(236160072, 267538595)"
4174,868,21.6,Car,"(281474610, 236306981)"
4174,869,14.4,Truck,"(236306981, 236160006)"
4174,870,18.0,Car,"(495649054, 495649052)"
4174,871,10.8,Car,"(495649040, 273461469)"
4174,872,7.2,Truck,236160006
4175,855,7.2,Car,3376781934
4175,863,21.6,Bus,"(273461469, 273461466)"
4175,864,25.2,Motorcycle,"(236160072, 236160006)"
4175,867,18.0,Car,"(236160072, 267538595)"
4175,868,18.0,Car,"(281474610, 236306981)"
4175,869,18.0,Truck,"(236306981, 236160006)"
4175,870,14.4,Car,"(495649054, 495649052)"
4175,871,14.4,Car,"(495649040, 273461469)"
4175,872,3.6,Truck,"(236160006, 236306981)"
4176,855,3.6,Car,"(3376781934, 3376781933)"
4176,863,18.0,Bus,"(273461469, 273461466)"
4176,864,21.6,Motorcycle,"(236160072, 236160006)"
4176,867,21.6,Car,"(236160072, 267538595)"
4176,868,14.4,Car,"(281474610, 236306981)"
4176,869,14.4,Truck,236160006
4176,870,10.8,Car,"(495649054, 495649052)"
4176,871,18.0,Car,"(495649040, 273461469)"
4176,872,7.2,Truck,"(236160006, 236306981)"
4176,873,0.0,Motorcycle,"(236306981, 236160006)"
4177,863,14.4,Bus,"(273461469, 273461466)"
4177,864,18.0,Motorcycle,"(236160072, 236160006)"
4177,867,25.2,Car,"(236160072, 267538595)"
4177,868,10.8,Car,"(281474610, 236306981)"
4177,869,10.8,Truck,"(236160006, 236160072)"
4177,870,7.2,Car,"(495649054, 495649052)"
4177,871,21.6,Car,"(495649040, 273461469)"
4177,872,10.8,Truck,"(236160006, 236306981)"
4177,873,3.6,Motorcycle,"(236306981, 236160006)"
4177,874,0.0,Car,"(273461469, 236160072)"
4178,863,10.8,Bus,"(273461469, 273461466)"
4178,864,14.4,Motorcycle,"(236160072, 236160006)"
4178,867,25.2,Car,"(236160072, 267538595)"
4178,868,7.2,Car,"(281474610, 236306981)"
4178,869,14.4,Truck,"(236160006, 236160072)"
4178,870,3.6,Car,"(495649054, 495649052)"
4178,871,25.2,Car,"(495649040, 273461469)"
4178,872,14.4,Truck,"(236160006, 236306981)"
4178,873,7.2,Motorcycle,"(236306981, 236160006)"
4178,874,3.6,Car,"(273461469, 236160072)"
4179,863,7.2,Bus,"(273461469, 273461466)"
4179,864,10.8,Motorcycle,"(236160072, 236160006)"
4179,867,25.2,Car,"(236160072, 267538595)"
4179,868,3.6,Car,"(281474610, 236306981)"
4179,869,18.0,Truck,"(236160006, 236160072)"
4179,870,7.2,Car,495649052
4179,871,25.2,Car,"(495649040, 273461469)"
4179,872,18.0,Truck,"(236160006, 236306981)"
4179,873,10.8,Motorcycle,"(236306981, 236160006)"
4179,874,7.2,Car,"(273461469, 236160072)"
4180,863,3.6,Bus,"(273461469, 273461466)"
4180,864,14.4,Motorcycle,236160006
4180,867,25.2,Car,"(236160072, 267538595)"
4180,868,7.2,Car,236306981
4180,869,21.6,Truck,"(236160006, 236160072)"
4180,870,3.6,Car,"(495649052, 495649040)"
4180,871,25.2,Car,"(495649040, 273461469)"
4180,872,14.4,Truck,"(236160006, 236306981)"
4180,873,14.4,Motorcycle,"(236306981, 236160006)"
4180,874,3.6,Car,"(273461469, 236160072)"
4180,875,0.0,Car,"(236160006, 236160072)"
4181,864,10.8,Motorcycle,"(236160006, 236306981)"
4181,867,25.2,Car,"(236160072, 267538595)"
4181,868,3.6,Car,"(236306981, 236160006)"
4181,869,25.2,Truck,"(236160006, 236160072)"
4181,870,7.2,Car,"(495649052, 495649040)"
4181,871,21.6,Car,"(495649040, 273461469)"
4181,872,10.8,Truck,"(236160006, 236306981)"
4181,873,18.0,Motorcycle,"(236306981, 236160006)"
4181,874,0.0,Car,"(273461469, 236160072)"
4181,875,3.6,Car,"(236160006, 236160072)"
4182,864,14.4,Motorcycle,"(236160006, 236306981)"
4182,867,21.6,Car,"(236160072, 267538595)"
4182,868,7.2,Car,"(236306981, 236160006)"
4182,869,25.2,Truck,"(236160006, 236160072)"
4182,870,10.8,Car,"(495649052, 495649040)"
4182,871,18.0,Car,"(495649040, 273461469)"
4182,872,7.2,Truck,"(236160006, 236306981)"
4182,873,21.6,Motorcycle,"(236306981, 236160006)"
4182,874,3.6,Car,"(273461469, 236160072)"
4182,875,7.2,Car,"(236160006, 236160072)"
4182,876,0.0,Car,"(273461469, 236160072)"
4183,864,18.0,Motorcycle,"(236160006, 236306981)"
4183,867,18.0,Car,"(236160072, 267538595)"
4183,868,10.8,Car,"(236306981, 236160006)"
4183,869,25.2,Truck,"(236160006, 236160072)"
4183,870,14.4,Car,"(495649052, 495649040)"
4183,871,14.4,Car,"(495649040, 273461469)"
4183,872,3.6,Truck,"(236160006, 236306981)"
4183,873,18.0,Motorcycle,"(236306981, 236160006)"
4183,874,0.0,Car,"(273461469, 236160072)"
4183,875,10.8,Car,"(236160006, 236160072)"
4183,876,3.6,Car,"(273461469, 236160072)"
4184,864,21.6,Motorcycle,"(236160006, 236306981)"
4184,867,21.6,Car,"(236160072, 267538595)"
4184,868,14.4,Car,"(236306981, 236160006)"
4184,869,25.2,Truck,"(236160006, 236160072)"
4184,870,18.0,Car,"(495649052, 495649040)"
4184,871,10.8,Car,"(495649040, 273461469)"
4184,872,7.2,Truck,236306981
4184,873,14.4,Motorcycle,236160006
4184,874,3.6,Car,236160072
4184,875,14.4,Car,"(236160006, 236160072)"
4184,876,7.2,Car,"(273461469, 236160072)"
4185,864,18.0,Motorcycle,"(236160006, 236306981)"
4185,867,18.0,Car,"(236160072, 267538595)"
4185,868,18.0,Car,"(236306981, 236160006)"
4185,869,25.2,Truck,"(236160006, 236160072)"
4185,870,21.6,Car,"(495649052, 495649040)"
4185,871,7.2,Car,"(495649040, 273461469)"
4185,872,3.6,Truck,"(236306981, 281474610)"
4185,873,10.8,Motorcycle,"(236160006, 236160072)"
4185,874,0.0,Car,"(236160072, 236160006)"
4185,875,18.0,Car,"(236160006, 236160072)"
4185,876,3.6,Car,"(273461469, 236160072)"
4186,864,14.4,Motorcycle,"(236160006, 236306981)"
4186,868,21.6,Car,"(236306981, 236160006)"
4186,869,25.2,Truck,"(236160006, 236160072)"
4186,870,18.0,Car,"(495649052, 495649040)"
4186,871,3.6,Car,"(495649040, 273461469)"
4186,872,7.2,Truck,"(236306981, 281474610)"
4186,873,14.4,Motorcycle,"(236160006, 236160072)"
4186,874,3.6,Car,"(236160072, 236160006)"
4186,875,21.6,Car,"(236160006, 236160072)"
4186,876,7.2,Car,236160072
4187,864,10.8,Motorcycle,"(236160006, 236306981)"
4187,868,18.0,Car,"(236306981, 236160006)"
4187,869,25.2,Truck,"(236160006, 236160072)"
4187,870,14.4,Car,"(495649052, 495649040)"
4187,871,0.0,Car,"(495649040, 273461469)"
4187,872,10.8,Truck,"(236306981, 281474610)"
4187,873,18.0,Motorcycle,"(236160006, 236160072)"
4187,874,7.2,Car,"(236160072, 236160006)"
4187,875,25.2,Car,"(236160006, 236160072)"
4187,876,3.6,Car,236160072
4188,864,7.2,Motorcycle,"(236160006, 236306981)"
4188,868,14.4,Car,236160006
4188,869,25.2,Truck,"(236160006, 236160072)"
4188,870,10.8,Car,495649040
4188,871,3.6,Car,"(495649040, 273461469)"
4188,872,14.4,Truck,"(236306981, 281474610)"
4188,873,21.6,Motorcycle,"(236160006, 236160072)"
4188,874,10.8,Car,"(236160072, 236160006)"
4188,875,25.2,Car,"(236160006, 236160072)"
4188,876,0.0,Car,"(236160072, 236160006)"
4189,864,3.6,Motorcycle,"(236160006, 236306981)"
4189,868,10.8,Car,"(236160006, 236160072)"
4189,869,25.2,Truck,"(236160006, 236160072)"
4189,870,7.2,Car,"(495649040, 273461469)"
4189,871,0.0,Car,"(495649040, 273461469)"
4189,872,18.0,Truck,"(236306981, 281474610)"
4189,873,25.2,Motorcycle,"(236160006, 236160072)"
4189,874,14.4,Car,"(236160072, 236160006)"
4189,875,25.2,Car,"(236160006, 236160072)"
4189,876,3.6,Car,"(236160072, 236160006)"
4190,864,7.2,Motorcycle,236306981
4190,868,14.4,Car,"(236160006, 236160072)"
4190,869,25.2,Truck,"(236160006, 236160072)"
4190,870,10.8,Car,"(495649040, 273461469)"
4190,871,3.6,Car,273461469
4190,872,14.4,Truck,"(236306981, 281474610)"
4190,873,25.2,Motorcycle,"(236160006, 236160072)"
4190,874,18.0,Car,"(236160072, 236160006)"
4190,875,25.2,Car,"(236160006, 236160072)"
4190,876,7.2,Car,"(236160072, 236160006)"
4191,864,3.6,Motorcycle,"(236306981, 281474610)"
4191,868,18.0,Car,"(236160006, 236160072)"
4191,869,25.2,Truck,"(236160006, 236160072)"
4191,870,14.4,Car,"(495649040, 273461469)"
4191,871,0.0,Car,"(273461469, 236160072)"
4191,872,10.8,Truck,281474610
4191,873,25.2,Motorcycle,"(236160006, 236160072)"
4191,874,21.6,Car,"(236160072, 236160006)"
4191,875,25.2,Car,"(236160006, 236160072)"
4191,876,10.8,Car,"(236160072, 236160006)"
4192,864,7.2,Motorcycle,"(236306981, 281474610)"
4192,868,21.6,Car,"(236160006, 236160072)"
4192,869,25.2,Truck,"(236160006, 236160072)"
4192,870,18.0,Car,"(495649040, 273461469)"
4192,871,3.6,Car,"(273461469, 236160072)"
4192,872,7.2,Truck,"(281474610, 281474691)"
4192,873,25.2,Motorcycle,"(236160006, 236160072)"
4192,874,25.2,Car,"(236160072, 236160006)"
4192,875,25.2,Car,"(236160006, 236160072)"
4192,876,14.4,Car,"(236160072, 236160006)"
4193,864,10.8,Motorcycle,"(236306981, 281474610)"
4193,868,25.2,Car,"(236160006, 236160072)"
4193,869,21.6,Truck,"(236160006, 236160072)"
4193,870,21.6,Car,"(495649040, 273461469)"
4193,871,7.2,Car,"(273461469, 236160072)"
4193,872,10.8,Truck,"(281474610, 281474691)"
4193,873,25.2,Motorcycle,"(236160006, 236160072)"
4193,874,25.2,Car,"(236160072, 236160006)"
4193,875,25.2,Car,"(236160006, 236160072)"
4193,876,18.0,Car,"(236160072, 236160006)"
4194,864,14.4,Motorcycle,"(236306981, 281474610)"
4194,868,25.2,Car,"(236160006, 236160072)"
4194,869,18.0,Truck,"(236160006, 236160072)"
4194,870,25.2,Car,"(495649040, 273461469)"
4194,871,3.6,Car,"(273461469, 236160072)"
4194,872,14.4,Truck,"(281474610, 281474691)"
4194,873,25.2,Motorcycle,"(236160006, 236160072)"
4194,874,25.2,Car,"(236160072, 236160006)"
4194,875,25.2,Car,"(236160006, 236160072)"
4194,876,21.6,Car,"(236160072, 236160006)"
4195,864,18.0,Motorcycle,"(236306981, 281474610)"
4195,868,25.2,Car,"(236160006, 236160072)"
4195,869,14.4,Truck,"(236160006, 236160072)"
4195,870,25.2,Car,"(495649040, 273461469)"
4195,871,0.0,Car,"(273461469, 236160072)"
4195,872,18.0,Truck,"(281474610, 281474691)"
4195,873,25.2,Motorcycle,"(236160006, 236160072)"
4195,874,25.2,Car,"(236160072, 236160006)"
4195,875,25.2,Car,"(236160006, 236160072)"
4195,876,25.2,Car,"(236160072, 236160006)"
4196,864,14.4,Motorcycle,"(236306981, 281474610)"
4196,868,25.2,Car,"(236160006, 236160072)"
4196,869,10.8,Truck,"(236160006, 236160072)"
4196,870,25.2,Car,"(495649040, 273461469)"
4196,871,3.6,Car,"(273461469, 236160072)"
4196,872,21.6,Truck,"(281474610, 281474691)"
4196,873,25.2,Motorcycle,"(236160006, 236160072)"
4196,874,25.2,Car,"(236160072, 236160006)"
4196,875,25.2,Car,"(236160006, 236160072)"
4196,876,25.2,Car,"(236160072, 236160006)"
4197,864,10.8,Motorcycle,"(236306981, 281474610)"
4197,868,25.2,Car,"(236160006, 236160072)"
4197,869,14.4,Truck,236160072
4197,870,21.6,Car,"(495649040, 273461469)"
4197,871,0.0,Car,"(273461469, 236160072)"
4197,872,25.2,Truck,"(281474610, 281474691)"
4197,873,25.2,Motorcycle,"(236160006, 236160072)"
4197,874,25.2,Car,"(236160072, 236160006)"
4197,875,25.2,Car,"(236160006, 236160072)"
4197,876,25.2,Car,"(236160072, 236160006)"
4198,864,14.4,Motorcycle,"(236306981, 281474610)"
4198,868,25.2,Car,"(236160006, 236160072)"
4198,869,10.8,Truck,"(236160072, 267538595)"
4198,870,18.0,Car,"(495649040, 273461469)"
4198,871,0.0,Car,"(273461469, 236160072)"
4198,872,21.6,Truck,"(281474610, 281474691)"
4198,873,25.2,Motorcycle,"(236160006, 236160072)"
4198,874,25.2,Car,"(236160072, 236160006)"
4198,875,25.2,Car,"(236160006, 236160072)"
4198,876,25.2,Car,"(236160072, 236160006)"
4199,868,25.2,Car,"(236160006, 236160072)"
4199,869,14.4,Truck,"(236160072, 267538595)"
4199,870,14.4,Car,"(495649040, 273461469)"
4199,871,0.0,Car,"(273461469, 236160072)"
4199,872,18.0,Truck,"(281474610, 281474691)"
4199,873,25.2,Motorcycle,"(236160006, 236160072)"
4199,874,25.2,Car,"(236160072, 236160006)"
4199,875,21.6,Car,"(236160006, 236160072)"
4199,876,25.2,Car,"(236160072, 236160006)"
4200,868,25.2,Car,"(236160006, 236160072)"
4200,869,18.0,Truck,"(236160072, 267538595)"
4200,870,10.8,Car,"(495649040, 273461469)"
4200,871,3.6,Car,236160072
4200,872,14.4,Truck,"(281474610, 281474691)"
4200,873,25.2,Motorcycle,"(236160006, 236160072)"
4200,874,25.2,Car,"(236160072, 236160006)"
4200,875,18.0,Car,"(236160006, 236160072)"
4200,876,25.2,Car,"(236160072, 236160006)"
4200,877,0.0,Car,"(236160072, 273461469)"
4201,868,25.2,Car,"(236160006, 236160072)"
4201,869,21.6,Truck,"(236160072, 267538595)"
4201,870,14.4,Car,"(495649040, 273461469)"
4201,871,0.0,Car,"(236160072, 236160006)"
4201,872,10.8,Truck,"(281474610, 281474691)"
4201,873,25.2,Motorcycle,"(236160006, 236160072)"
4201,874,25.2,Car,"(236160072, 236160006)"
4201,875,14.4,Car,"(236160006, 236160072)"
4201,876,25.2,Car,"(236160072, 236160006)"
4201,877,3.6,Car,"(236160072, 273461469)"
4201,878,0.0,Bus,"(495649054, 495649052)"
4202,868,25.2,Car,"(236160006, 236160072)"
4202,869,25.2,Truck,"(236160072, 267538595)"
4202,870,10.8,Car,273461469
4202,871,3.6,Car,"(236160072, 236160006)"
4202,872,7.2,Truck,"(281474610, 281474691)"
4202,873,21.6,Motorcycle,"(236160006, 236160072)"
4202,874,25.2,Car,"(236160072, 236160006)"
4202,875,10.8,Car,"(236160006, 236160072)"
4202,876,25.2,Car,"(236160072, 236160006)"
4202,877,7.2,Car,"(236160072, 273461469)"
4202,878,3.6,Bus,"(495649054, 495649052)"
4203,868,25.2,Car,"(236160006, 236160072)"
4203,869,25.2,Truck,"(236160072, 267538595)"
4203,870,7.2,Car,"(273461469, 273461466)"
4203,871,7.2,Car,"(236160072, 236160006)"
4203,872,10.8,Truck,281474691
4203,873,18.0,Motorcycle,"(236160006, 236160072)"
4203,874,25.2,Car,"(236160072, 236160006)"
4203,875,7.2,Car,"(236160006, 236160072)"
4203,876,25.2,Car,"(236160072, 236160006)"
4203,877,3.6,Car,"(236160072, 273461469)"
4203,878,7.2,Bus,"(495649054, 495649052)"
4203,879,0.0,Motorcycle,"(495649052, 495649040)"
4204,868,21.6,Car,"(236160006, 236160072)"
4204,869,25.2,Truck,"(236160072, 267538595)"
4204,870,10.8,Car,"(273461469, 273461466)"
4204,871,10.8,Car,"(236160072, 236160006)"
4204,872,7.2,Truck,"(281474691, 3376781934)"
4204,873,14.4,Motorcycle,"(236160006, 236160072)"
4204,874,21.6,Car,"(236160072, 236160006)"
4204,875,10.8,Car,236160072
4204,876,25.2,Car,"(236160072, 236160006)"
4204,877,0.0,Car,"(236160072, 273461469)"
4204,878,10.8,Bus,"(495649054, 495649052)"
4204,879,3.6,Motorcycle,"(495649052, 495649040)"
4205,868,25.2,Car,"(236160006, 236160072)"
4205,869,25.2,Truck,"(236160072, 267538595)"
4205,870,14.4,Car,"(273461469, 273461466)"
4205,871,14.4,Car,"(236160072, 236160006)"
4205,872,10.8,Truck,"(281474691, 3376781934)"
4205,873,10.8,Motorcycle,"(236160006, 236160072)"
4205,874,18.0,Car,"(236160072, 236160006)"
4205,875,7.2,Car,"(236160072, 273461469)"
4205,876,25.2,Car,"(236160072, 236160006)"
4205,877,3.6,Car,"(236160072, 273461469)"
4205,878,14.4,Bus,"(495649054, 495649052)"
4205,879,7.2,Motorcycle,"(495649052, 495649040)"
4206,868,21.6,Car,"(236160006, 236160072)"
4206,869,25.2,Truck,"(236160072, 267538595)"
4206,870,18.0,Car,"(273461469, 273461466)"
4206,871,18.0,Car,"(236160072, 236160006)"
4206,872,14.4,Truck,"(281474691, 3376781934)"
4206,873,7.2,Motorcycle,"(236160006, 236160072)"
4206,874,14.4,Car,"(236160072, 236160006)"
4206,875,3.6,Car,"(236160072, 273461469)"
4206,876,25.2,Car,"(236160072, 236160006)"
4206,877,0.0,Car,"(236160072, 273461469)"
4206,878,18.0,Bus,"(495649054, 495649052)"
4206,879,10.8,Motorcycle,"(495649052, 495649040)"
4207,868,18.0,Car,"(236160006, 236160072)"
4207,869,21.6,Truck,"(236160072, 267538595)"
4207,870,21.6,Car,"(273461469, 273461466)"
4207,871,21.6,Car,"(236160072, 236160006)"
4207,873,3.6,Motorcycle,"(236160006, 236160072)"
4207,874,10.8,Car,"(236160072, 236160006)"
4207,875,7.2,Car,"(236160072, 273461469)"
4207,876,21.6,Car,"(236160072, 236160006)"
4207,877,3.6,Car,273461469
4207,878,21.6,Bus,"(495649054, 495649052)"
4207,879,14.4,Motorcycle,"(495649052, 495649040)"
4208,868,14.4,Car,"(236160006, 236160072)"
4208,869,18.0,Truck,"(236160072, 267538595)"
4208,870,25.2,Car,"(273461469, 273461466)"
4208,871,25.2,Car,"(236160072, 236160006)"
4208,874,7.2,Car,"(236160072, 236160006)"
4208,875,3.6,Car,"(236160072, 273461469)"
4208,876,18.0,Car,"(236160072, 236160006)"
4208,877,0.0,Car,"(273461469, 273461466)"
4208,878,25.2,Bus,"(495649054, 495649052)"
4208,879,18.0,Motorcycle,"(495649052, 495649040)"
4209,868,10.8,Car,"(236160006, 236160072)"
4209,869,21.6,Truck,"(236160072, 267538595)"
4209,870,25.2,Car,"(273461469, 273461466)"
4209,871,25.2,Car,"(236160072, 236160006)"
4209,874,3.6,Car,"(236160072, 236160006)"
4209,875,7.2,Car,273461469
4209,876,14.4,Car,"(236160072, 236160006)"
4209,877,3.6,Car,"(273461469, 273461466)"
4209,878,21.6,Bus,"(495649054, 495649052)"
4209,879,21.6,Motorcycle,"(495649052, 495649040)"
4210,868,7.2,Car,"(236160006, 236160072)"
4210,869,18.0,Truck,"(236160072, 267538595)"
4210,870,25.2,Car,"(273461469, 273461466)"
4210,871,25.2,Car,"(236160072, 236160006)"
4210,874,7.2,Car,236160006
4210,875,3.6,Car,"(273461469, 273461466)"
4210,876,10.8,Car,"(236160072, 236160006)"
4210,877,7.2,Car,"(273461469, 273461466)"
4210,878,18.0,Bus,"(495649054, 495649052)"
4210,879,18.0,Motorcycle,"(495649052, 495649040)"
4211,868,10.8,Car,236160072
4211,870,25.2,Car,"(273461469, 273461466)"
4211,871,25.2,Car,"(236160072, 236160006)"
4211,874,3.6,Car,"(236160006, 236306981)"
4211,875,7.2,Car,"(273461469, 273461466)"
4211,876,7.2,Car,"(236160072, 236160006)"
4211,877,10.8,Car,"(273461469, 273461466)"
4211,878,21.6,Bus,"(495649054, 495649052)"
4211,879,14.4,Motorcycle,"(495649052, 495649040)"
4211,880,0.0,Bus,"(281474610, 281474691)"
4212,868,7.2,Car,"(236160072, 273461469)"
4212,870,25.2,Car,"(273461469, 273461466)"
4212,871,25.2,Car,"(236160072, 236160006)"
4212,874,7.2,Car,"(236160006, 236306981)"
4212,875,10.8,Car,"(273461469, 273461466)"
4212,876,10.8,Car,236160006
4212,877,14.4,Car,"(273461469, 273461466)"
4212,878,18.0,Bus,"(495649054, 495649052)"
4212,879,10.8,Motorcycle,495649040
4212,880,3.6,Bus,"(281474610, 281474691)"
4213,868,10.8,Car,"(236160072, 273461469)"
4213,870,25.2,Car,"(273461469, 273461466)"
4213,871,25.2,Car,"(236160072, 236160006)"
4213,874,10.8,Car,"(236160006, 236306981)"
4213,875,7.2,Car,"(273461469, 273461466)"
4213,876,7.2,Car,"(236160006, 236306981)"
4213,877,18.0,Car,"(273461469, 273461466)"
4213,878,14.4,Bus,495649052
4213,879,7.2,Motorcycle,"(495649040, 273461469)"
4213,880,7.2,Bus,"(281474610, 281474691)"
4214,868,7.2,Car,273461469
4214,870,25.2,Car,"(273461469, 273461466)"
4214,871,25.2,Car,"(236160072, 236160006)"
4214,874,14.4,Car,"(236160006, 236306981)"
4214,875,10.8,Car,"(273461469, 273461466)"
4214,876,10.8,Car,"(236160006, 236306981)"
4214,877,21.6,Car,"(273461469, 273461466)"
4214,878,10.8,Bus,"(495649052, 495649040)"
4214,879,10.8,Motorcycle,"(495649040, 273461469)"
4214,880,10.8,Bus,"(281474610, 281474691)"
4215,868,3.6,Car,"(273461469, 273461466)"
4215,870,25.2,Car,"(273461469, 273461466)"
4215,871,25.2,Car,"(236160072, 236160006)"
4215,874,18.0,Car,"(236160006, 236306981)"
4215,875,14.4,Car,"(273461469, 273461466)"
4215,876,14.4,Car,"(236160006, 236306981)"
4215,877,25.2,Car,"(273461469, 273461466)"
4215,878,14.4,Bus,"(495649052, 495649040)"
4215,879,14.4,Motorcycle,"(495649040, 273461469)"
4215,880,14.4,Bus,"(281474610, 281474691)"
